Host Id,Host Name,Id,Last Review,Name,Neighbourhood,Neighbourhood Group,Reviews Per Month,Room Type,Availability 365,Calculated Host Listings Count,Latitude,Longitude,Minimum Nights,Number Of Reviews,Price,Reviews_Per-Month_Final
29582882,Lynn Liz,24187794,6/20/2019,Renovated 1 BDR Apt~ Heart of Midtown Manhattan ❤️,Midtown,Manhattan,3.54,Entire home/apt,98,1,40.75592,-73.96957,2,54,99,3.54
49704571,Krzysztof,24188354,5/17/2019,"Large studio in Williamsburg, 2B",Williamsburg,Brooklyn,0.42,Entire home/apt,161,8,40.71972,-73.94462,30,5,80,0.42
182363374,Jimmy,24194478,6/29/2019,Williamsburg loft just 20 mins from manhattan!!!,Greenpoint,Brooklyn,3.78,Private room,16,7,40.72563,-73.9556,1,57,85,3.78
182411776,David,24199249,6/5/2019,Beautiful East Village Room Open For You!,East Village,Manhattan,2.55,Private room,128,1,40.73045,-73.98067,1,37,115,2.55
70162513,Anaiya,24199400,4/29/2018,Washington Heights,Washington Heights,Manhattan,0.2,Private room,0,1,40.83701,-73.94256,1,3,52,0.2
47424665,Brian,24200751,6/23/2019,2BR 3BD 1.5BA | Rooftop & Balcony | Airport PickUp,Ridgewood,Queens,3.44,Entire home/apt,108,2,40.70653,-73.90877,2,42,280,3.44
25635056,Christina,24201129,6/6/2019,Bright & Cozy Studio in PRIME Flatiron/Chelsea,Chelsea,Manhattan,1.33,Entire home/apt,7,1,40.73836,-73.99567,2,12,250,1.33
182440062,Juan,24202365,6/22/2019,Private  room in Manhattan NYC. Train a min away!,Harlem,Manhattan,0.55,Private room,157,2,40.82484,-73.93913,1,7,55,0.55
9756051,Samantha,24203680,1/4/2019,Entire Newly Renovated Sugar Hill Apt,Harlem,Manhattan,0.44,Entire home/apt,8,1,40.82696,-73.94598,3,6,100,0.44
51510730,Lidor,24203813,11/23/2018,Huge Modern High End 3BR Apt Prime Location,Fort Greene,Brooklyn,0.49,Entire home/apt,0,1,40.68884,-73.97738,1,6,195,0.49
7360975,Calvin,24204269,6/1/2019,Big Sunny Room 1 Block from Central Park,East Harlem,Manhattan,1.25,Private room,88,1,40.79635,-73.94815,3,15,80,1.25
63929490,Lidziya,24204338,6/19/2019,Private Cozy Room on Manhattan,East Harlem,Manhattan,1.25,Private room,45,1,40.78719,-73.95201,7,18,100,1.25
4127752,Angela,24204341,1/18/2019,Sunny Brooklyn Home Away From Home,Bedford-Stuyvesant,Brooklyn,0.35,Private room,0,1,40.67951,-73.94426,4,5,55,0.35
50941579,Julia,24204582,8/25/2018,Sun-drenched studio with a beautiful view,Harlem,Manhattan,0.09,Entire home/apt,34,1,40.82008,-73.95523,5,1,120,0.09
34364912,Courtney,24205303,6/25/2019,Spacious 1 bedroom in the clouds with river views,Hell's Kitchen,Manhattan,0.95,Entire home/apt,87,1,40.77024,-73.99266,2,14,300,0.95
100238132,Michael,24205351,1/2/2019,Wyndham Midtown 45 (2 Bedroom Presidential) 8A,Midtown,Manhattan,2.07,Entire home/apt,0,12,40.75368,-73.97317,3,30,339,2.07
182472967,Maureen,24206202,6/14/2019,Exquisite Park Slope Brownstone Apartment,Park Slope,Brooklyn,1,Entire home/apt,65,1,40.67063,-73.97826,3,1,140,1
10771238,Justin,24206224,,Harlem hideout w/ great amenities!,Harlem,Manhattan,,Private room,188,3,40.82599,-73.95289,2,0,53,0
182488531,Kevin4,24207804,6/16/2019,"NYC room-cozy, basic, clean, cheap & close to all",Elmhurst,Queens,1.64,Shared room,260,2,40.73739,-73.86991,1,21,21,1.64
182326270,Samantha,24207931,6/21/2019,Modern Prospect Park 3 bedroom Jewel,Prospect-Lefferts Gardens,Brooklyn,3.8,Entire home/apt,78,1,40.6559,-73.95852,4,58,125,3.8
55468128,Reina,24208472,6/12/2019,Two room suite 1min from subway 20min to Manhattan,Bedford-Stuyvesant,Brooklyn,4.33,Private room,278,7,40.68915,-73.95623,1,64,47,4.33
56905821,Josh & Carin,24208760,11/20/2018,Gorgeous Upper West Side apt in stellar location!,Upper West Side,Manhattan,1.96,Private room,0,1,40.77959,-73.97827,2,29,180,1.96
1218837,Diana,24208976,4/10/2018,Spacious Room in Clinton Hill Duplex,Bedford-Stuyvesant,Brooklyn,0.07,Private room,0,2,40.69079,-73.95934,2,1,58,0.07
1218837,Diana,24209867,,Spacious Room in Clinton Hill/Bed-Stuy,Bedford-Stuyvesant,Brooklyn,,Private room,0,2,40.68993,-73.95947,2,0,58,0
97015202,Maya,24210296,5/31/2019,Private bedroom in Downtown Manhattan,SoHo,Manhattan,4.11,Private room,8,1,40.72741,-74.0088,1,61,150,4.11
20486410,Miley,24210400,6/23/2019,Large Gorgeous BR in Artist Loft - BEST Location!!,Hell's Kitchen,Manhattan,4.93,Private room,134,1,40.75423,-73.99461,1,75,120,4.93
842091,Megwyn,24217712,6/27/2019,Diamond in the Art of Bushwick 1 block to M Subway,Bushwick,Brooklyn,3.67,Private room,12,2,40.70081,-73.92494,3,55,47,3.67
154949847,Emily,24222051,6/23/2019,AMAZING CITY VIEWS! New Jersey 15 min Times Square,Hell's Kitchen,Manhattan,2.93,Entire home/apt,109,2,40.76127,-74.00235,3,36,288,2.93
154258141,Elsie,24223406,6/4/2019,**Enormous Budget Private Room,Bushwick,Brooklyn,2.65,Private room,343,10,40.68936,-73.91369,2,40,65,2.65
182086879,Patti,24223602,6/28/2019,Prospect Heights Paradise,Prospect Heights,Brooklyn,1.22,Entire home/apt,129,2,40.67999,-73.96462,7,17,300,1.22
34358062,Rachel,24226102,4/7/2018,Class on Wall Street,Financial District,Manhattan,0.07,Private room,0,1,40.70399,-74.00827,2,1,104,0.07
12002279,Ayelet,24226175,1/1/2019,Bright apt w Balcony in the heart of williamsburg,Williamsburg,Brooklyn,1.43,Entire home/apt,0,1,40.71417,-73.9591,5,20,160,1.43
21466891,Martin,24226286,,Traditional Townhouse in Bushwick,Bushwick,Brooklyn,,Entire home/apt,0,2,40.68269,-73.90911,5,0,250,0
3734637,Ty,24226511,,Newly Remodeled 2 Bedroom Apartment in East Harlem,East Harlem,Manhattan,,Entire home/apt,0,3,40.79046,-73.94436,1,0,186,0
1525346,Jenn,24226528,5/13/2019,Private Bedroom w/ Private Entrance-Williamsburg!,Williamsburg,Brooklyn,1.64,Private room,48,1,40.70949,-73.94892,4,25,73,1.64
17477908,Mat,24226842,6/1/2019,Luxury High Floor Studio with stunning view,Upper West Side,Manhattan,0.21,Entire home/apt,311,10,40.79446,-73.96651,30,3,195,0.21
7461066,Santiago,24226955,1/2/2019,Spectacular 1-Bedroom modern apartment in Flatiron,Midtown,Manhattan,0.16,Entire home/apt,0,1,40.74383,-73.98387,7,1,200,0.16
43463232,Carlos,24227739,8/22/2018,NYC experience,Bushwick,Brooklyn,0.5,Private room,365,2,40.69355,-73.91829,7,7,100,0.5
182363374,Jimmy,24229031,11/11/2018,3 QUEEN size lofts in Williamsburg/grrenpoint!!!,Greenpoint,Brooklyn,0.53,Private room,14,7,40.72552,-73.95647,1,8,300,0.53
4391922,Taras,24229203,12/29/2018,Artist Warehouse Loft,Navy Yard,Brooklyn,1.27,Entire home/apt,0,1,40.69792,-73.96406,2,19,150,1.27
5132019,Jocelyn,24230067,3/5/2019,"Beautiful 1 bed, UES - steps from Central Park!",Upper East Side,Manhattan,0.54,Entire home/apt,3,1,40.77905,-73.95275,2,8,190,0.54
127412674,Charles,24230182,5/29/2019,Brand-new Room - 20 mins to Manhattan,Williamsburg,Brooklyn,1.91,Private room,342,2,40.70111,-73.94471,2,28,75,1.91
24175837,Greg,24230591,12/17/2018,21st Floor Bedroom in Doorman & Elevator Building,Kips Bay,Manhattan,0.39,Private room,0,2,40.74512,-73.97921,4,6,81,0.39
37417547,Raquel,24231655,5/19/2018,Humble Abode in the Bronx,Mount Eden,Bronx,0.14,Private room,0,1,40.84197,-73.91292,2,2,25,0.14
8591292,Rose,24232076,6/30/2019,Amazing cozy studio Lower East Side/Soho/Nolita!,Lower East Side,Manhattan,1.36,Entire home/apt,359,1,40.72201,-73.98856,3,20,275,1.36
139946116,Vera,24232309,5/5/2018,VERA’S PLACE JUST A STEP FROM SUBWAY,Long Island City,Queens,0.07,Private room,365,1,40.7613,-73.92864,7,1,60,0.07
157967816,Analia,24232645,6/12/2019,"LUXURY APARTMENT, 5 MIN SUB INTO MANHATTAN",Greenpoint,Brooklyn,3.52,Entire home/apt,233,3,40.72129,-73.94329,2,49,180,3.52
41869421,Oriana,24232774,9/24/2018,Room in Brooklyn near EVERYTHING!!,Bedford-Stuyvesant,Brooklyn,0.1,Private room,343,1,40.68931,-73.95097,2,1,90,0.1
39083533,Charles,24234030,,UES 1 bedroom as if you appropriated it yourself!,Upper East Side,Manhattan,,Entire home/apt,32,1,40.77181,-73.9574,2,0,222,0
2560891,Petra,24234359,12/3/2018,Town House in Popular Forte Green,Fort Greene,Brooklyn,0.45,Entire home/apt,19,1,40.69613,-73.97117,7,6,95,0.45
74874485,Ana,24239222,4/12/2018,little nook in astoria,Ditmars Steinway,Queens,0.13,Entire home/apt,0,1,40.77305,-73.9082,3,2,70,0.13
19707138,Ali,24240996,4/8/2018,"new-entire condo, terrace, parking D-N-R trains-IC",Sunset Park,Brooklyn,0.07,Entire home/apt,8,1,40.65604,-74.00032,15,1,125,0.07
167818456,Anna,24242153,6/30/2019,Private apartment in ♡ of Williamsburg,Williamsburg,Brooklyn,3.55,Entire home/apt,127,2,40.71254,-73.95527,2,51,173,3.55
32720219,Gizem,24243249,,Dreamy Williamsburg Loft with Private Terrace,Williamsburg,Brooklyn,,Entire home/apt,0,2,40.70735,-73.94347,2,0,220,0
5002183,Kyra,24243862,7/18/2018,Beautiful Greenwich Village Loft Apartment,Greenwich Village,Manhattan,0.24,Entire home/apt,0,1,40.72705,-73.99904,2,3,148,0.24
176821276,Andrea,24244194,8/13/2018,Full private bathroom inside private room :),Harlem,Manhattan,0.54,Private room,0,1,40.82499,-73.95374,3,8,75,0.54
70091196,Frances,24244796,7/4/2019,ARTIST LOFT ON HISTORIC TRENDY BLOCK IN SOHO,Nolita,Manhattan,4.02,Entire home/apt,99,1,40.72402,-73.99452,2,53,199,4.02
79913651,Darryl,24245265,5/3/2019,Cozy Room For Two/ Steps to Train/Coffee included!,Harlem,Manhattan,1.73,Private room,157,4,40.82268,-73.953,2,26,54,1.73
131914514,Li,24245905,,One-br apt in the heart of NYC for late May,Midtown,Manhattan,,Entire home/apt,0,1,40.75265,-73.9684,4,0,150,0
106309624,Burt,24246039,4/22/2019,Central Park West Duplex,Upper West Side,Manhattan,0.41,Entire home/apt,0,1,40.78723,-73.97031,2,6,153,0.41
34360053,Seba,24246595,4/7/2018,Cozy apt in Bedstuy,Bedford-Stuyvesant,Brooklyn,0.07,Entire home/apt,0,1,40.6879,-73.94473,14,1,99,0.07
25237492,Juliana,24246704,12/7/2018,NEAR COLUMBIA PRESBYTERIAN HOSP. Student&Visitor,Washington Heights,Manhattan,0.26,Private room,311,34,40.84103,-73.94063,30,3,65,0.26
38874050,Howard,24247367,6/6/2019,Midway Home,Ridgewood,Queens,3.15,Private room,150,3,40.70058,-73.91061,2,43,50,3.15
76737749,Chris,24247380,,Crown Heights Brooklyn Room near Franklin Ave,Crown Heights,Brooklyn,,Private room,0,1,40.6735,-73.95562,1,0,45,0
19001556,Monica,24247797,6/22/2018,East Village room with a view,East Village,Manhattan,0.42,Private room,0,2,40.72421,-73.98025,3,6,100,0.42
25039950,David,24248461,5/31/2018,Cozy Pad in East Williamsburg,Williamsburg,Brooklyn,0.39,Private room,0,2,40.71115,-73.93735,1,6,62,0.39
24604504,Jess,24248735,4/29/2018,Hidden Gem in Heart of Chinatown,Chinatown,Manhattan,0.07,Private room,0,1,40.71394,-73.99843,7,1,77,0.07
2796906,Austin,24248741,4/13/2018,Minimal Williamsburg Space,Williamsburg,Brooklyn,0.2,Private room,0,1,40.70833,-73.94898,1,3,46,0.2
21379585,Erik Joshua,24250052,5/30/2019,Private Room on NYC's Upper West Side,Upper West Side,Manhattan,3.3,Private room,0,1,40.77988,-73.98605,1,50,95,3.3
180329864,Victoria,24251237,6/9/2019,West Village Private Flat AMAZING Location,Greenwich Village,Manhattan,0.31,Entire home/apt,42,1,40.73393,-73.9963,5,4,159,0.31
41361010,Zack,24251311,5/20/2019,Beautiful 1 BR Apt in the Heart of West Village!,West Village,Manhattan,0.81,Entire home/apt,199,1,40.73333,-74.0052,2,8,300,0.81
160318374,Giulia,24258555,5/10/2019,URBAN SPACE the Brooklyn Way!,Bedford-Stuyvesant,Brooklyn,2.91,Entire home/apt,139,2,40.67791,-73.92879,30,42,103,2.91
143589,Delia,24258565,6/9/2019,Stylish Nolita 1 Bedroom,Nolita,Manhattan,1.57,Entire home/apt,3,1,40.72213,-73.99479,2,22,200,1.57
58023108,Nicole,24260244,4/11/2018,NYC BEAUTIFUL APARTMENT IN MANHATTAN,Kips Bay,Manhattan,0.13,Private room,0,1,40.74077,-73.97977,20,2,102,0.13
14759766,Jerry,24260247,4/21/2019,Ditmas Park Victorian Home,Flatbush,Brooklyn,0.38,Entire home/apt,77,2,40.64401,-73.96047,7,1,350,0.38
182940016,Comfy,24260404,,Cozy Queens Studio,Far Rockaway,Queens,,Entire home/apt,90,1,40.59707,-73.76506,1,0,425,0
15310048,Darya,24260464,6/1/2019,Garden room in a private house,East Flatbush,Brooklyn,0.38,Private room,155,2,40.65185,-73.94555,45,5,45,0.38
1133299,Ibada,24261171,6/10/2019,Luxury Two-Story Loft in Clinton Hill/Bed-Stuy!,Bedford-Stuyvesant,Brooklyn,1.63,Entire home/apt,30,1,40.69592,-73.94765,3,24,168,1.63
182976972,Annero,24264371,7/2/2019,Comfy Private Room,East Flatbush,Brooklyn,2.64,Private room,263,2,40.64929,-73.92647,3,39,40,2.64
182945752,Carol&Emerson,24265177,7/6/2019,Bright Renewed Apartment 1 minute from A express train,Washington Heights,Manhattan,4.89,Private room,135,1,40.84104,-73.93838,2,71,55,4.89
182295691,Doudou,24265209,3/9/2019,Cozy Apartment,Upper East Side,Manhattan,0.76,Entire home/apt,25,1,40.77311,-73.95508,5,10,150,0.76
84527789,Lauren,24265333,6/17/2019,Prime Williamsburg location- Private bedrm & bath,Williamsburg,Brooklyn,1.15,Private room,1,1,40.71686,-73.95638,2,17,79,1.15
10875931,Bart,24265776,6/30/2019,Cozy Brooklyn Apartment room near  Manhattan,Flatbush,Brooklyn,4.79,Private room,90,1,40.64741,-73.97102,2,70,65,4.79
182989727,Ilya,24266025,5/12/2019,Private Room in The Heart of Manhattan,Chelsea,Manhattan,0.54,Private room,0,1,40.74579,-73.9909,3,8,70,0.54
1327248,Ian,24266063,5/27/2019,Beautiful Contemporary Duplex w. Patio & Roofdeck,Williamsburg,Brooklyn,0.3,Entire home/apt,93,1,40.71651,-73.95623,2,4,199,0.3
181710793,Michelle & Evelyn,24266273,7/7/2019,Cozy Private Room in Downtown Flushing法拉盛中心私人房间,Flushing,Queens,7.03,Private room,33,3,40.76525,-73.83055,1,101,45,7.03
21074914,Albert,24267208,7/5/2019,Pulp Fiction private  room,Bedford-Stuyvesant,Brooklyn,5.99,Private room,31,3,40.67952,-73.91296,1,90,70,5.99
13078961,Marian,24267383,5/31/2018,Room with Private Bathroom in Renovated 2Br2Ba,Bedford-Stuyvesant,Brooklyn,0.07,Private room,0,1,40.69201,-73.94104,3,1,60,0.07
12243051,Sonder,24267385,,Sonder | 116 John | Charming 1BR + Gym,Financial District,Manhattan,,Entire home/apt,343,96,40.70688,-74.00523,29,0,194,0
21074914,Albert,24267506,7/2/2019,The Godfather private  room,Bedford-Stuyvesant,Brooklyn,5.48,Private room,24,3,40.68088,-73.91181,1,83,59,5.48
21074914,Albert,24267706,7/5/2019,entire sunshine of the spotless mind room,Bedford-Stuyvesant,Brooklyn,6.73,Private room,0,3,40.68234,-73.91318,1,102,49,6.73
181710793,Michelle & Evelyn,24269100,6/26/2019,Sunny Bedroom with Private Bathroom/法拉盛中心私人房間獨立衛浴,Flushing,Queens,6.45,Private room,41,3,40.76425,-73.83061,1,94,65,6.45
59749141,Veronica,24276183,6/26/2019,** Foodies LOVE This Neighborhood?=>Authentic!!!,East Harlem,Manhattan,4.06,Entire home/apt,59,1,40.80451,-73.94079,2,61,165,4.06
26459329,John,24276835,3/13/2019,Brooklyn Flat in prime Carroll Gardens (Room),Carroll Gardens,Brooklyn,1.79,Private room,144,1,40.67559,-73.99943,2,27,80,1.79
139105717,Larry,24277232,,Rockaway Beach House,Arverne,Queens,,Entire home/apt,0,1,40.59103,-73.79497,2,0,175,0
19866189,Natasha,24278511,,Sunny Room - Inn Your Element,Arverne,Queens,,Private room,364,5,40.58906,-73.79503,1,0,95,0
24404900,Nate,24278899,6/30/2019,Fantastic studio in Chinatown/Lower East side,Chinatown,Manhattan,4.86,Entire home/apt,3,1,40.71371,-73.99355,2,73,100,4.86
19866189,Natasha,24279547,7/1/2018,Rooftop Terrace Room - Inn Your Element  B&B,Arverne,Queens,0.15,Private room,361,5,40.58896,-73.79494,1,2,95,0.15
183127881,Giana,24279693,5/20/2019,THE BROOKLYN BLUE HOUSE 1.,Canarsie,Brooklyn,4.19,Private room,319,4,40.6469,-73.90022,1,61,54,4.19
142053,Jowelle,24279771,5/29/2019,Gorgeous Times Square Flat!,Hell's Kitchen,Manhattan,2.79,Entire home/apt,169,5,40.76008,-73.98846,2,41,299,2.79
36632628,Camilo,24279933,11/26/2018,[Priv Rooftop] Sunny-Spacious Priv Bath bedroom,Bedford-Stuyvesant,Brooklyn,0.41,Private room,0,1,40.68102,-73.93686,4,6,45,0.41
38085094,Preeya,24281831,6/24/2018,Bright and modern New York apartment,Chelsea,Manhattan,0.21,Entire home/apt,0,1,40.75087,-73.9953,2,3,250,0.21
31679084,Barbara,24281837,3/12/2019,Beautiful one bedroom apartment center of Astoria,Astoria,Queens,0.41,Entire home/apt,117,1,40.76936,-73.91491,1,6,120,0.41
155935757,Amy,24282118,12/29/2018,One Bed Room in Financial District,Financial District,Manhattan,0.16,Entire home/apt,233,1,40.70615,-74.00752,30,1,105,0.16
142053,Jowelle,24282429,3/31/2019,#Awesome 2 BR Flat Times Square!,Hell's Kitchen,Manhattan,1.76,Entire home/apt,0,5,40.76385,-73.99219,2,26,299,1.76
105159,Martin,24283298,1/4/2019,Luxury Modern Sunny 1BR (Clinton Hill - BedStuy),Bedford-Stuyvesant,Brooklyn,0.43,Entire home/apt,189,1,40.68988,-73.95826,30,6,130,0.43
11150363,Lanee,24283531,5/20/2018,Quiet Railroad Style Apartment,Ridgewood,Queens,0.14,Entire home/apt,0,1,40.70642,-73.90554,5,2,90,0.14
80793056,Hazel,24284162,5/7/2018,"Books, music and Clinton Hill",Clinton Hill,Brooklyn,0.14,Private room,0,1,40.69289,-73.96865,2,2,62,0.14
101457588,Louis,24284701,6/3/2018,HEART WILLIAMSBURG - PRIVATE TERRRACE AND BATHROOM,Williamsburg,Brooklyn,0.07,Private room,0,1,40.70705,-73.94976,5,1,70,0.07
123362684,Jacob,24284744,6/17/2019,Bright & Beautiful Studio in Columbus Circle/HK!,Hell's Kitchen,Manhattan,0.73,Entire home/apt,1,1,40.7671,-73.98744,1,11,225,0.73
24595747,Melissa,24285044,5/19/2019,Peaceful Room in UWS + sweet pets!,Upper West Side,Manhattan,1.08,Private room,0,2,40.77969,-73.97862,3,16,95,1.08
183178516,Lucky Day Realty Corp.,24285110,6/12/2019,Large 4 bedrooms close to train. 15 m.to Manhattan,Rego Park,Queens,1.17,Entire home/apt,136,1,40.72643,-73.86083,3,16,288,1.17
97825,Eduardo,24285869,6/23/2019,Charming humble hideaway in LES,Lower East Side,Manhattan,1.3,Entire home/apt,6,1,40.71883,-73.98957,8,19,149,1.3
29110009,Kate,24286512,6/24/2019,Gowanus Pad,Gowanus,Brooklyn,0.22,Private room,221,1,40.66889,-73.99115,1,3,95,0.22
183191309,Marie,24286518,4/27/2019,Large Bright Apt Near Brooklyn's Prospect Park,Prospect-Lefferts Gardens,Brooklyn,1.84,Entire home/apt,26,1,40.65711,-73.95655,3,26,150,1.84
54042,Vicki,24286851,6/21/2019,"Sunny West Village 1BR: amazing location, spacious",West Village,Manhattan,0.68,Entire home/apt,0,1,40.72969,-74.00697,2,10,200,0.68
180289633,Aleksej,24287062,6/23/2019,Sally's hideaway,Woodside,Queens,2,Entire home/apt,321,1,40.7466,-73.89176,4,27,150,2
16574437,Lee,24287261,7/1/2019,Sweet Spot In Manhattan NYC!,Harlem,Manhattan,1.92,Entire home/apt,190,1,40.81542,-73.94574,2,29,175,1.92
32617252,Paul,24287286,7/7/2019,Spacious home next to JFK airport,Jamaica,Queens,3.87,Entire home/apt,181,1,40.66735,-73.78922,2,50,180,3.87
102896902,Lawrence,24287367,5/22/2019,Come Explore The Bronx And 30 Mins to Manhattan,Concourse Village,Bronx,0.4,Private room,178,1,40.83216,-73.91598,3,3,70,0.4
183211558,Linda,24287826,6/19/2019,Superb Private Bedroom with Private Bath in UPS!,Upper East Side,Manhattan,2.58,Private room,55,1,40.77768,-73.94951,2,39,100,2.58
183211776,Rafael,24287857,6/30/2019,Astoria Centeral Location,Astoria,Queens,5.03,Private room,171,4,40.76387,-73.90995,1,73,79,5.03
165395917,Jose,24287863,6/28/2019,In the heart of NYC...,Midtown,Manhattan,4,Private room,148,1,40.75512,-73.97155,2,60,350,4
25414207,Brooklyn P,24288869,6/29/2019,Private Room+Beautiful Private Backyard Near City,Ridgewood,Queens,3.99,Private room,162,2,40.69928,-73.90616,1,59,75,3.99
1334373,David,24289129,5/28/2019,My Times Square Oasis,Hell's Kitchen,Manhattan,0.47,Entire home/apt,5,1,40.76323,-73.99248,3,7,235,0.47
183211776,Rafael,24289209,12/26/2018,Astoria Centrally located!,Astoria,Queens,0.77,Private room,62,4,40.76531,-73.91126,1,11,39,0.77
54103333,Tatiana,24289510,6/29/2018,Studio in the heart of Manhattan!,Hell's Kitchen,Manhattan,0.14,Entire home/apt,5,1,40.75974,-73.98924,4,2,300,0.14
41326856,Jeerathinan,24289567,6/8/2019,Cozy room for easy traveler,Elmhurst,Queens,1.39,Private room,71,5,40.74468,-73.87911,1,21,50,1.39
149324749,Hessam,24289926,6/22/2018,Comfortable and spacious bedroom in midtown east,Midtown,Manhattan,0.13,Private room,0,1,40.75628,-73.96918,2,2,130,0.13
25093840,Abinav,24299542,5/30/2018,Prime Luxury Apartment,Murray Hill,Manhattan,0.21,Private room,0,1,40.74766,-73.97601,1,3,130,0.21
5594198,Michelle,24300863,6/23/2019,Tranquil Oasis in the Heart of Greenwich Village,Greenwich Village,Manhattan,1.91,Entire home/apt,44,1,40.73034,-74.00135,2,29,250,1.91
33067672,Ivy,24302356,6/4/2018,Sweet Getaway in the Hidden Gem w/ Backyard/Patio,Sunset Park,Brooklyn,0.08,Entire home/apt,0,1,40.65247,-74.00994,2,1,120,0.08
125011763,Peter,24302828,,"My home, your home! Mi casa, tu casa in NY!",Astoria,Queens,,Entire home/apt,89,2,40.76137,-73.90582,4,0,450,0
170817628,Ruta,24303775,,Spacious Living Space in the heart of Brooklyn,Fort Hamilton,Brooklyn,,Private room,31,1,40.62313,-74.03114,28,0,47,0
471453,Michael,24304515,6/24/2019,Sunny Studio in East Village,East Village,Manhattan,0.8,Entire home/apt,0,1,40.7209,-73.98142,2,12,115,0.8
122917817,Kelly,24304881,7/4/2019,Bright Getaway Studio on the Hudson River,Harlem,Manhattan,2.57,Entire home/apt,8,1,40.82036,-73.95415,2,24,100,2.57
14709426,Eloise,24305035,4/21/2019,Bright and cozy apartment Williamsburg,Williamsburg,Brooklyn,0.42,Entire home/apt,20,1,40.71746,-73.9506,6,6,120,0.42
106460468,Felix,24305252,6/19/2019,"The Architect’s Suite w/ Private Bath, Near Metro",Kingsbridge,Bronx,3.69,Private room,64,4,40.87997,-73.90035,3,54,65,3.69
106460468,Felix,24305977,6/20/2019,"The Sailors Perch Room in Private Home, Near Metro",Kingsbridge,Bronx,3.68,Private room,63,4,40.88068,-73.90012,3,55,79,3.68
16257970,Jackie,24306539,7/5/2019,New Chic Designer's Bedroom,Lower East Side,Manhattan,3.19,Private room,181,2,40.71313,-73.98665,3,48,89,3.19
43321,Lucinda,24307110,7/6/2019,Sunny Lower East Side Sanctuary,Chinatown,Manhattan,0.44,Entire home/apt,19,1,40.71426,-73.99175,7,6,300,0.44
183375315,Brandon,24307675,6/30/2019,Luxury Apartment right on Union Square!,East Village,Manhattan,0.93,Entire home/apt,2,1,40.73389,-73.99083,4,13,220,0.93
101328784,Stive Alexander,24308589,5/30/2019,Stunning Central Park 1 bedroom,Upper West Side,Manhattan,0.98,Entire home/apt,130,1,40.78243,-73.97265,7,13,265,0.98
65421561,Tom,24308928,7/1/2019,Richmond Hill 3 Bedroom apartment in Private home!,Richmond Hill,Queens,3.29,Entire home/apt,162,1,40.69792,-73.84081,1,24,300,3.29
5717334,Antoine,24308988,5/12/2018,Rooftop cabaña with private roof access,Bedford-Stuyvesant,Brooklyn,0.07,Private room,0,2,40.68907,-73.953,5,1,150,0.07
2631054,Melissa,24311790,5/26/2019,Cozy Lower East Mainstay,Lower East Side,Manhattan,1.26,Entire home/apt,0,1,40.71932,-73.98995,3,8,150,1.26
20132009,Karen,24312275,7/4/2019,West Chelsea MINI,Chelsea,Manhattan,3.53,Entire home/apt,64,2,40.74491,-74.0042,3,49,150,3.53
22716889,Paige,24312400,11/1/2018,Private room in cozy Sunnyside apartment,Sunnyside,Queens,0.59,Private room,0,1,40.73937,-73.91566,1,9,46,0.59
182363374,Jimmy,24312987,6/28/2019,Sunny Loft in Williamsburg 20mins into Manhattan!!,Greenpoint,Brooklyn,3.72,Private room,38,7,40.72558,-73.95706,1,55,68,3.72
183423525,Nina,24313236,7/2/2019,Private bedroom in the heart of the UWS #1,Upper West Side,Manhattan,0.48,Private room,210,4,40.80321,-73.9682,30,6,55,0.48
183423525,Nina,24313356,5/13/2018,Luxurious private Upper Westside Bedroom #2,Upper West Side,Manhattan,0.07,Private room,216,4,40.80222,-73.96763,30,1,65,0.07
183423525,Nina,24313434,4/12/2019,Upper Westside luxury private bedroom 5W-3,Upper West Side,Manhattan,0.24,Private room,317,4,40.80365,-73.96639,30,3,70,0.24
183423525,Nina,24313500,6/30/2019,Stunning spacious study private bedroom #4,Upper West Side,Manhattan,1,Private room,211,4,40.80324,-73.96816,30,1,65,1
9973967,Gahee,24313537,6/23/2019,Cozy & quiet 2 bedroom apt in a great location!,East Village,Manhattan,5.49,Entire home/apt,169,1,40.72626,-73.98784,2,78,310,5.49
16851857,Paul,24313701,4/24/2019,Fully renovated Studio.Beautiful  and comfortable.,Wakefield,Bronx,0.61,Entire home/apt,322,4,40.89641,-73.85077,5,8,88,0.61
143820550,Ramy,24314268,12/26/2018,Easy option to stay on 611 W 177th St.,Washington Heights,Manhattan,3.01,Private room,0,1,40.84695,-73.93593,1,43,50,3.01
127539184,Yuna,24323687,,Brooklyn Family Home with a View of a Pool,East Flatbush,Brooklyn,,Entire home/apt,8,2,40.64934,-73.94508,5,0,250,0
34643568,Dave,24323953,6/21/2019,Stylish NYC Art Loft '3',East Harlem,Manhattan,0.87,Private room,332,6,40.79138,-73.9413,3,12,80,0.87
73885,Jermaine,24324489,5/18/2018,STOP! Rooftop Terrace in the East Village!,East Village,Manhattan,0.14,Private room,0,1,40.72328,-73.9843,3,2,80,0.14
19557813,Princess-Wynona,24324891,6/28/2019,2 Bedroom Modern-Contempo Bright Apartment,Bedford-Stuyvesant,Brooklyn,2.47,Entire home/apt,34,1,40.68302,-73.92119,2,35,130,2.47
178244787,Miranda,24326705,12/2/2018,Sunny apartment in prime Greenpoint-Steps to train,Greenpoint,Brooklyn,0.14,Entire home/apt,0,2,40.72243,-73.95179,8,2,130,0.14
